account_id,as_of_date,balance_amount,update_ts
ACCT00884,2025-12-26,88868.22,2025-12-26 15:00:00
ACCT00885,2025-12-26,43806.8,2025-12-26 11:00:00
ACCT00885,2025-12-26,43370.09,2025-12-26 09:00:00
ACCT00886,2025-12-26,54738.27,2025-12-26 04:00:00
ACCT00887,2025-12-26,24647.16,2025-12-26 19:00:00
ACCT00888,2025-12-26,58288.43,2025-12-26 01:00:00
ACCT00888,2025-12-26,57489.93,2025-12-26 01:00:00
ACCT00889,2025-12-26,54429.3,2025-12-26 14:00:00
ACCT00889,2025-12-26,54159.94,2025-12-26 10:00:00
ACCT00890,2025-12-26,53589.96,2025-12-26 10:00:00
ACCT00890,2025-12-26,54436.3,2025-12-26 23:00:00
ACCT00891,2025-12-26,93325.49,2025-12-26 20:00:00
ACCT00891,2025-12-26,94432.82,2025-12-26 12:00:00
ACCT00892,2025-12-26,77446.87,2025-12-26 12:00:00
ACCT00893,2025-12-26,77536.25,2025-12-26 12:00:00
ACCT00893,2025-12-26,76640.69,2025-12-26 05:00:00
ACCT00894,2025-12-26,5927.66,2025-12-26 02:00:00
ACCT00894,2025-12-26,6176.39,2025-12-26 02:00:00
ACCT00895,2025-12-26,87870.07,2025-12-26 04:00:00
ACCT00895,2025-12-26,87050.58,2025-12-26 13:00:00
ACCT00896,2025-12-26,60668.81,2025-12-26 20:00:00
ACCT00896,2025-12-26,58599.24,2025-12-26 22:00:00
ACCT00897,2025-12-26,34031.37,2025-12-26 08:00:00
ACCT00898,2025-12-26,34514.04,2025-12-26 17:00:00
ACCT00899,2025-12-26,33289.78,2025-12-26 16:00:00
ACCT00899,2025-12-26,33529.0,2025-12-26 14:00:00
ACCT00900,2025-12-26,58849.92,2025-12-26 15:00:00
ACCT00900,2025-12-26,56348.94,2025-12-26 12:00:00
ACCT00901,2025-12-26,13298.69,2025-12-26 12:00:00
ACCT00902,2025-12-26,78834.74,2025-12-26 21:00:00
ACCT00903,2025-12-26,36862.28,2025-12-26 19:00:00
ACCT00903,2025-12-26,35741.8,2025-12-26 00:00:00
ACCT00904,2025-12-26,37977.46,2025-12-26 23:00:00
ACCT00905,2025-12-26,25895.66,2025-12-26 21:00:00
ACCT00906,2025-12-26,58198.52,2025-12-26 21:00:00
ACCT00907,2025-12-26,56761.85,2025-12-26 20:00:00
ACCT00907,2025-12-26,56733.78,2025-12-26 04:00:00
ACCT00908,2025-12-26,64643.31,2025-12-26 20:00:00
ACCT00908,2025-12-26,66124.51,2025-12-26 17:00:00
ACCT00909,2025-12-26,60601.93,2025-12-26 12:00:00
ACCT00909,2025-12-26,59877.8,2025-12-26 00:00:00
ACCT00910,2025-12-26,35399.19,2025-12-26 15:00:00
ACCT00911,2025-12-26,58509.94,2025-12-26 03:00:00
ACCT00912,2025-12-26,40925.36,2025-12-26 21:00:00
ACCT00913,2025-12-26,77779.62,2025-12-26 17:00:00
ACCT00914,2025-12-26,68863.65,2025-12-26 11:00:00
ACCT00915,2025-12-26,64086.04,2025-12-26 05:00:00
ACCT00915,2025-12-26,62138.16,2025-12-26 21:00:00
ACCT00916,2025-12-26,78635.19,2025-12-26 12:00:00
ACCT00916,2025-12-26,76745.15,2025-12-26 11:00:00
ACCT00917,2025-12-26,59854.62,2025-12-26 08:00:00
ACCT00917,2025-12-26,58267.81,2025-12-26 09:00:00
ACCT00919,2025-12-26,64189.59,2025-12-26 11:00:00
ACCT00920,2025-12-26,82729.09,2025-12-26 12:00:00
ACCT00920,2025-12-26,84926.4,2025-12-26 20:00:00
ACCT00921,2025-12-26,55750.97,2025-12-26 01:00:00
ACCT00922,2025-12-26,50521.05,2025-12-26 10:00:00
ACCT00922,2025-12-26,49785.88,2025-12-26 08:00:00
ACCT00923,2025-12-26,14915.97,2025-12-26 11:00:00
ACCT00923,2025-12-26,14497.11,2025-12-26 22:00:00
ACCT00925,2025-12-26,61996.58,2025-12-26 22:00:00
ACCT00926,2025-12-26,88756.86,2025-12-26 17:00:00
ACCT00927,2025-12-26,35839.8,2025-12-26 22:00:00
ACCT00927,2025-12-26,37254.02,2025-12-26 05:00:00
ACCT00928,2025-12-26,31403.28,2025-12-26 07:00:00
ACCT00928,2025-12-26,32572.21,2025-12-26 10:00:00
ACCT00929,2025-12-26,114912.21,2025-12-26 16:00:00
ACCT00930,2025-12-26,38818.42,2025-12-26 11:00:00
ACCT00930,2025-12-26,41092.07,2025-12-26 16:00:00
ACCT00931,2025-12-26,41681.78,2025-12-26 20:00:00
ACCT00932,2025-12-26,15489.95,2025-12-26 04:00:00
ACCT00932,2025-12-26,16248.01,2025-12-26 19:00:00
ACCT00933,2025-12-26,88593.28,2025-12-26 07:00:00
ACCT00933,2025-12-26,86192.93,2025-12-26 09:00:00
ACCT00934,2025-12-26,47002.96,2025-12-26 05:00:00
ACCT00934,2025-12-26,46748.37,2025-12-26 01:00:00
ACCT00935,2025-12-26,19403.57,2025-12-26 08:00:00
ACCT00936,2025-12-26,97790.7,2025-12-26 13:00:00
ACCT00937,2025-12-26,40234.44,2025-12-26 20:00:00
ACCT00937,2025-12-26,39973.1,2025-12-26 17:00:00
ACCT00938,2025-12-26,63820.92,2025-12-26 14:00:00
ACCT00939,2025-12-26,43692.17,2025-12-26 08:00:00
ACCT00939,2025-12-26,46337.94,2025-12-26 05:00:00
ACCT00940,2025-12-26,42710.15,2025-12-26 14:00:00
ACCT00940,2025-12-26,44955.83,2025-12-26 03:00:00
ACCT00941,2025-12-26,56026.39,2025-12-26 17:00:00
ACCT00942,2025-12-26,86886.81,2025-12-26 17:00:00
ACCT00942,2025-12-26,86114.02,2025-12-26 13:00:00
ACCT00943,2025-12-26,96316.74,2025-12-26 12:00:00
ACCT00944,2025-12-26,35014.36,2025-12-26 15:00:00
ACCT00945,2025-12-26,107314.25,2025-12-26 15:00:00
ACCT00946,2025-12-26,57698.26,2025-12-26 16:00:00
ACCT00947,2025-12-26,65705.43,2025-12-26 09:00:00
ACCT00947,2025-12-26,64749.62,2025-12-26 20:00:00
ACCT00948,2025-12-26,66055.71,2025-12-26 18:00:00
ACCT00949,2025-12-26,33899.13,2025-12-26 13:00:00
ACCT00950,2025-12-26,40959.81,2025-12-26 09:00:00
ACCT00951,2025-12-26,46584.73,2025-12-26 17:00:00
ACCT00951,2025-12-26,46235.42,2025-12-26 18:00:00
ACCT00952,2025-12-26,45153.58,2025-12-26 12:00:00
ACCT00952,2025-12-26,44041.97,2025-12-26 23:00:00
ACCT00953,2025-12-26,54939.35,2025-12-26 05:00:00
ACCT00954,2025-12-26,78039.32,2025-12-26 20:00:00
ACCT00954,2025-12-26,79075.85,2025-12-26 04:00:00
ACCT00955,2025-12-26,84965.07,2025-12-26 20:00:00
ACCT00955,2025-12-26,88236.79,2025-12-26 17:00:00
ACCT00956,2025-12-26,18901.7,2025-12-26 21:00:00
ACCT00956,2025-12-26,18925.84,2025-12-26 12:00:00
ACCT00957,2025-12-26,18528.47,2025-12-26 08:00:00
ACCT00957,2025-12-26,19182.47,2025-12-26 18:00:00
ACCT00958,2025-12-26,4286.16,2025-12-26 04:00:00
ACCT00958,2025-12-26,4242.72,2025-12-26 17:00:00
ACCT00959,2025-12-26,61167.33,2025-12-26 06:00:00
ACCT00959,2025-12-26,62443.27,2025-12-26 04:00:00
ACCT00960,2025-12-26,48144.33,2025-12-26 00:00:00
ACCT00961,2025-12-26,63635.0,2025-12-26 02:00:00
ACCT00962,2025-12-26,44865.11,2025-12-26 07:00:00
ACCT00963,2025-12-26,68163.95,2025-12-26 04:00:00
ACCT00963,2025-12-26,71779.01,2025-12-26 15:00:00
ACCT00964,2025-12-26,24256.99,2025-12-26 11:00:00
ACCT00965,2025-12-26,31060.33,2025-12-26 05:00:00
ACCT00965,2025-12-26,31902.98,2025-12-26 02:00:00
ACCT00966,2025-12-26,36028.74,2025-12-26 10:00:00
ACCT00967,2025-12-26,58758.27,2025-12-26 19:00:00
ACCT00968,2025-12-26,66147.24,2025-12-26 00:00:00
ACCT00969,2025-12-26,47878.33,2025-12-26 20:00:00
ACCT00969,2025-12-26,47767.74,2025-12-26 21:00:00
ACCT00970,2025-12-26,60980.45,2025-12-26 03:00:00
ACCT00971,2025-12-26,62916.33,2025-12-26 12:00:00
ACCT00972,2025-12-26,41233.15,2025-12-26 17:00:00
ACCT00972,2025-12-26,40843.78,2025-12-26 12:00:00
ACCT00973,2025-12-26,74039.76,2025-12-26 10:00:00
ACCT00973,2025-12-26,79070.78,2025-12-26 07:00:00
ACCT00974,2025-12-26,46428.94,2025-12-26 22:00:00
ACCT00974,2025-12-26,48982.4,2025-12-26 23:00:00
ACCT00975,2025-12-26,11584.23,2025-12-26 02:00:00
ACCT00976,2025-12-26,27106.24,2025-12-26 10:00:00
ACCT00977,2025-12-26,93212.43,2025-12-26 14:00:00
ACCT00977,2025-12-26,90491.97,2025-12-26 19:00:00
ACCT00978,2025-12-26,33253.95,2025-12-26 18:00:00
ACCT00979,2025-12-26,77958.56,2025-12-26 14:00:00
ACCT00979,2025-12-26,75666.05,2025-12-26 07:00:00
ACCT00980,2025-12-26,74259.93,2025-12-26 15:00:00
ACCT00981,2025-12-26,48290.56,2025-12-26 17:00:00
ACCT00982,2025-12-26,47500.47,2025-12-26 06:00:00
ACCT00983,2025-12-26,62235.16,2025-12-26 08:00:00
ACCT00985,2025-12-26,66193.94,2025-12-26 11:00:00
ACCT00986,2025-12-26,96250.6,2025-12-26 06:00:00
ACCT00986,2025-12-26,96107.74,2025-12-26 15:00:00
ACCT00987,2025-12-26,67460.65,2025-12-26 13:00:00
ACCT00989,2025-12-26,41014.18,2025-12-26 09:00:00
ACCT00990,2025-12-26,16282.48,2025-12-26 18:00:00
ACCT00990,2025-12-26,16011.61,2025-12-26 03:00:00
ACCT00991,2025-12-26,48374.09,2025-12-26 06:00:00
ACCT00992,2025-12-26,74363.1,2025-12-26 14:00:00
ACCT00993,2025-12-26,36236.68,2025-12-26 20:00:00
ACCT00994,2025-12-26,37328.21,2025-12-26 22:00:00
ACCT00995,2025-12-26,62335.93,2025-12-26 18:00:00
ACCT00996,2025-12-26,53410.82,2025-12-26 19:00:00
ACCT00996,2025-12-26,56563.36,2025-12-26 02:00:00
ACCT00997,2025-12-26,95487.95,2025-12-26 05:00:00
ACCT00998,2025-12-26,55229.95,2025-12-26 06:00:00
ACCT00998,2025-12-26,56096.98,2025-12-26 20:00:00
ACCT00999,2025-12-26,46471.04,2025-12-26 19:00:00
ACCT00999,2025-12-26,48837.25,2025-12-26 17:00:00
ACCT01000,2025-12-26,26342.15,2025-12-26 18:00:00
ACCT01001,2025-12-26,73991.66,2025-12-26 04:00:00
ACCT01002,2025-12-26,47891.18,2025-12-26 00:00:00
ACCT01003,2025-12-26,53294.49,2025-12-26 23:00:00
ACCT01004,2025-12-26,87064.85,2025-12-26 19:00:00
ACCT01005,2025-12-26,47887.19,2025-12-26 00:00:00
ACCT01006,2025-12-26,48103.6,2025-12-26 09:00:00
ACCT01006,2025-12-26,47602.02,2025-12-26 13:00:00
ACCT01008,2025-12-26,42628.63,2025-12-26 01:00:00
ACCT01009,2025-12-26,16107.63,2025-12-26 07:00:00
ACCT01009,2025-12-26,15496.51,2025-12-26 23:00:00
ACCT01010,2025-12-26,49848.64,2025-12-26 10:00:00
ACCT01011,2025-12-26,7504.32,2025-12-26 16:00:00
ACCT01011,2025-12-26,7006.82,2025-12-26 22:00:00
ACCT01012,2025-12-26,63351.71,2025-12-26 08:00:00
ACCT01013,2025-12-26,35238.03,2025-12-26 13:00:00
ACCT01014,2025-12-26,35351.62,2025-12-26 15:00:00
ACCT01015,2025-12-26,4176.86,2025-12-26 03:00:00
ACCT01015,2025-12-26,4361.57,2025-12-26 03:00:00
ACCT01016,2025-12-26,11422.02,2025-12-26 11:00:00
ACCT01017,2025-12-26,51828.65,2025-12-26 19:00:00
ACCT01017,2025-12-26,52063.77,2025-12-26 20:00:00
ACCT01018,2025-12-26,66958.89,2025-12-26 21:00:00
ACCT01019,2025-12-26,47344.62,2025-12-26 03:00:00
ACCT01019,2025-12-26,47348.68,2025-12-26 19:00:00
ACCT01020,2025-12-26,35816.67,2025-12-26 02:00:00
ACCT01021,2025-12-26,68127.08,2025-12-26 02:00:00
ACCT01022,2025-12-26,50207.2,2025-12-26 10:00:00
ACCT01022,2025-12-26,51441.47,2025-12-26 18:00:00
ACCT01023,2025-12-26,39542.65,2025-12-26 11:00:00
ACCT01024,2025-12-26,3363.76,2025-12-26 06:00:00
ACCT01024,2025-12-26,3429.24,2025-12-26 00:00:00
ACCT01025,2025-12-26,53976.06,2025-12-26 02:00:00
ACCT01026,2025-12-26,40655.83,2025-12-26 00:00:00
ACCT01026,2025-12-26,38382.55,2025-12-26 02:00:00
ACCT01027,2025-12-26,59002.13,2025-12-26 21:00:00
ACCT01027,2025-12-26,55903.46,2025-12-26 23:00:00
ACCT01028,2025-12-26,64752.52,2025-12-26 12:00:00
ACCT01028,2025-12-26,66228.52,2025-12-26 19:00:00
ACCT01030,2025-12-26,73084.34,2025-12-26 06:00:00
ACCT01030,2025-12-26,74806.26,2025-12-26 19:00:00
ACCT01031,2025-12-26,47336.02,2025-12-26 01:00:00
ACCT01031,2025-12-26,46542.7,2025-12-26 18:00:00
ACCT01032,2025-12-26,65008.38,2025-12-26 03:00:00
ACCT01032,2025-12-26,66835.68,2025-12-26 10:00:00
ACCT01033,2025-12-26,42734.29,2025-12-26 00:00:00
ACCT01034,2025-12-26,35093.16,2025-12-26 11:00:00
ACCT01034,2025-12-26,37231.97,2025-12-26 23:00:00
ACCT01035,2025-12-26,25518.35,2025-12-26 21:00:00
ACCT01036,2025-12-26,86731.72,2025-12-26 09:00:00
ACCT01037,2025-12-26,32745.13,2025-12-26 13:00:00
ACCT01037,2025-12-26,33378.82,2025-12-26 22:00:00
ACCT01039,2025-12-26,53386.93,2025-12-26 03:00:00
ACCT01039,2025-12-26,54948.55,2025-12-26 18:00:00
ACCT01040,2025-12-26,47565.29,2025-12-26 09:00:00
ACCT01041,2025-12-26,71483.23,2025-12-26 20:00:00
ACCT01042,2025-12-26,51747.77,2025-12-26 21:00:00
ACCT01042,2025-12-26,52545.65,2025-12-26 09:00:00
ACCT01043,2025-12-26,39267.13,2025-12-26 20:00:00
ACCT01044,2025-12-26,26551.72,2025-12-26 18:00:00
ACCT01046,2025-12-26,54248.18,2025-12-26 07:00:00
ACCT01047,2025-12-26,32701.35,2025-12-26 12:00:00
ACCT01048,2025-12-26,50549.58,2025-12-26 00:00:00
ACCT01048,2025-12-26,51296.66,2025-12-26 21:00:00
ACCT01049,2025-12-26,92935.92,2025-12-26 16:00:00
ACCT01049,2025-12-26,98736.75,2025-12-26 10:00:00
ACCT01050,2025-12-26,45411.65,2025-12-26 22:00:00
ACCT01050,2025-12-26,43643.84,2025-12-26 22:00:00
ACCT01051,2025-12-26,29931.79,2025-12-26 04:00:00
ACCT01052,2025-12-26,13061.03,2025-12-26 16:00:00
ACCT01053,2025-12-26,86483.07,2025-12-26 17:00:00
ACCT01054,2025-12-26,51839.92,2025-12-26 06:00:00
ACCT01054,2025-12-26,52357.61,2025-12-26 17:00:00
ACCT01055,2025-12-26,44598.13,2025-12-26 00:00:00
ACCT01056,2025-12-26,92404.76,2025-12-26 06:00:00
ACCT01057,2025-12-26,39557.83,2025-12-26 11:00:00
ACCT01058,2025-12-26,50928.58,2025-12-26 22:00:00
ACCT01058,2025-12-26,49870.83,2025-12-26 11:00:00
ACCT01059,2025-12-26,15866.36,2025-12-26 14:00:00
ACCT01060,2025-12-26,54300.76,2025-12-26 17:00:00
ACCT01060,2025-12-26,52380.1,2025-12-26 06:00:00
ACCT01061,2025-12-26,45776.52,2025-12-26 23:00:00
ACCT01061,2025-12-26,44426.94,2025-12-26 22:00:00
ACCT01062,2025-12-26,46895.36,2025-12-26 00:00:00
ACCT01063,2025-12-26,8677.69,2025-12-26 02:00:00
ACCT01063,2025-12-26,9034.85,2025-12-26 07:00:00
ACCT01064,2025-12-26,42038.03,2025-12-26 01:00:00
ACCT01064,2025-12-26,41785.25,2025-12-26 08:00:00
ACCT01065,2025-12-26,14941.74,2025-12-26 21:00:00
ACCT01065,2025-12-26,14704.62,2025-12-26 23:00:00
ACCT01066,2025-12-26,46435.64,2025-12-26 21:00:00
ACCT01067,2025-12-26,91321.03,2025-12-26 03:00:00
ACCT01067,2025-12-26,87685.06,2025-12-26 23:00:00
ACCT01068,2025-12-26,78846.02,2025-12-26 05:00:00
ACCT01068,2025-12-26,76606.84,2025-12-26 07:00:00
ACCT01069,2025-12-26,22230.9,2025-12-26 11:00:00
ACCT01069,2025-12-26,22753.0,2025-12-26 08:00:00
ACCT01070,2025-12-26,97411.7,2025-12-26 04:00:00
ACCT01070,2025-12-26,101935.96,2025-12-26 22:00:00
ACCT01072,2025-12-26,41922.34,2025-12-26 01:00:00
ACCT01072,2025-12-26,43837.17,2025-12-26 21:00:00
ACCT01073,2025-12-26,57269.58,2025-12-26 04:00:00
ACCT01074,2025-12-26,44816.6,2025-12-26 13:00:00
ACCT01074,2025-12-26,44822.96,2025-12-26 03:00:00
ACCT01075,2025-12-26,31915.5,2025-12-26 07:00:00
ACCT01075,2025-12-26,31003.67,2025-12-26 22:00:00
ACCT01076,2025-12-26,34336.94,2025-12-26 23:00:00
ACCT01077,2025-12-26,56898.27,2025-12-26 04:00:00
ACCT01077,2025-12-26,56912.98,2025-12-26 13:00:00
ACCT01078,2025-12-26,83862.91,2025-12-26 12:00:00
ACCT01079,2025-12-26,62091.93,2025-12-26 18:00:00
ACCT01079,2025-12-26,58758.71,2025-12-26 02:00:00
ACCT01080,2025-12-26,56986.13,2025-12-26 02:00:00
ACCT01081,2025-12-26,61290.94,2025-12-26 07:00:00
ACCT01082,2025-12-26,58272.28,2025-12-26 14:00:00
ACCT01084,2025-12-26,67882.4,2025-12-26 11:00:00
ACCT01084,2025-12-26,69469.16,2025-12-26 12:00:00
ACCT01085,2025-12-26,66734.38,2025-12-26 05:00:00
ACCT01085,2025-12-26,63195.98,2025-12-26 23:00:00
ACCT01086,2025-12-26,78775.44,2025-12-26 09:00:00
ACCT01087,2025-12-26,86274.55,2025-12-26 09:00:00
ACCT01088,2025-12-26,47001.37,2025-12-26 05:00:00
ACCT01088,2025-12-26,46175.11,2025-12-26 16:00:00
ACCT01089,2025-12-26,99616.2,2025-12-26 08:00:00
ACCT01090,2025-12-26,79583.33,2025-12-26 06:00:00
ACCT01091,2025-12-26,46054.63,2025-12-26 19:00:00
ACCT01092,2025-12-26,44004.55,2025-12-26 23:00:00
ACCT01092,2025-12-26,47532.68,2025-12-26 05:00:00
ACCT01093,2025-12-26,60300.84,2025-12-26 07:00:00
ACCT01094,2025-12-26,43166.32,2025-12-26 14:00:00
ACCT01094,2025-12-26,44372.01,2025-12-26 02:00:00
ACCT01096,2025-12-26,47795.8,2025-12-26 15:00:00
ACCT01097,2025-12-26,50678.98,2025-12-26 03:00:00
ACCT01098,2025-12-26,76955.51,2025-12-26 11:00:00
ACCT01099,2025-12-26,42901.97,2025-12-26 11:00:00
ACCT01100,2025-12-26,62011.4,2025-12-26 18:00:00
ACCT01100,2025-12-26,60107.41,2025-12-26 23:00:00
ACCT01101,2025-12-26,28827.51,2025-12-26 10:00:00
ACCT01102,2025-12-26,32845.56,2025-12-26 18:00:00
ACCT01103,2025-12-26,66906.07,2025-12-26 11:00:00
ACCT01103,2025-12-26,64008.94,2025-12-26 13:00:00
ACCT01104,2025-12-26,6442.16,2025-12-26 10:00:00
ACCT01104,2025-12-26,6386.27,2025-12-26 03:00:00
ACCT01105,2025-12-26,59130.24,2025-12-26 17:00:00
ACCT01105,2025-12-26,59650.07,2025-12-26 08:00:00
ACCT01106,2025-12-26,25249.82,2025-12-26 21:00:00
ACCT01106,2025-12-26,23775.77,2025-12-26 17:00:00
ACCT01107,2025-12-26,43529.22,2025-12-26 00:00:00
ACCT01108,2025-12-26,36068.06,2025-12-26 20:00:00
ACCT01109,2025-12-26,42905.53,2025-12-26 12:00:00
ACCT01109,2025-12-26,40677.09,2025-12-26 03:00:00
ACCT01110,2025-12-26,81007.54,2025-12-26 04:00:00
ACCT01111,2025-12-26,49644.3,2025-12-26 10:00:00
ACCT01112,2025-12-26,16885.16,2025-12-26 03:00:00
ACCT01112,2025-12-26,17521.73,2025-12-26 07:00:00
ACCT01113,2025-12-26,16668.15,2025-12-26 12:00:00
ACCT01114,2025-12-26,48554.33,2025-12-26 07:00:00
ACCT01115,2025-12-26,43996.65,2025-12-26 04:00:00
ACCT01116,2025-12-26,54857.93,2025-12-26 07:00:00
ACCT01116,2025-12-26,51296.63,2025-12-26 03:00:00
ACCT01117,2025-12-26,78340.87,2025-12-26 09:00:00
ACCT01118,2025-12-26,56737.68,2025-12-26 09:00:00
ACCT01118,2025-12-26,56195.99,2025-12-26 09:00:00
ACCT01119,2025-12-26,75762.77,2025-12-26 15:00:00
ACCT01120,2025-12-26,64764.62,2025-12-26 11:00:00
ACCT01121,2025-12-26,62474.41,2025-12-26 19:00:00
ACCT01121,2025-12-26,59880.98,2025-12-26 04:00:00
ACCT01122,2025-12-26,14511.43,2025-12-26 00:00:00
ACCT01122,2025-12-26,14485.29,2025-12-26 04:00:00
ACCT01123,2025-12-26,71302.17,2025-12-26 09:00:00
ACCT01123,2025-12-26,74320.88,2025-12-26 12:00:00
ACCT01124,2025-12-26,49737.85,2025-12-26 23:00:00
ACCT01124,2025-12-26,51132.09,2025-12-26 14:00:00
ACCT01125,2025-12-26,78736.81,2025-12-26 21:00:00
ACCT01126,2025-12-26,62121.0,2025-12-26 09:00:00
ACCT01126,2025-12-26,59320.88,2025-12-26 06:00:00
ACCT01127,2025-12-26,56270.36,2025-12-26 14:00:00
ACCT01127,2025-12-26,59434.21,2025-12-26 09:00:00
ACCT01128,2025-12-26,28413.71,2025-12-26 22:00:00
ACCT01128,2025-12-26,28403.5,2025-12-26 12:00:00
ACCT01129,2025-12-26,47341.65,2025-12-26 13:00:00
ACCT01130,2025-12-26,62878.34,2025-12-26 14:00:00
ACCT01131,2025-12-26,16255.5,2025-12-26 19:00:00
ACCT01132,2025-12-26,71881.42,2025-12-26 01:00:00
ACCT01132,2025-12-26,72796.16,2025-12-26 11:00:00
ACCT01133,2025-12-26,68410.64,2025-12-26 03:00:00
ACCT01134,2025-12-26,58166.93,2025-12-26 15:00:00
ACCT01135,2025-12-26,35048.45,2025-12-26 04:00:00
ACCT01136,2025-12-26,9572.16,2025-12-26 11:00:00
ACCT01137,2025-12-26,67838.19,2025-12-26 22:00:00
ACCT01138,2025-12-26,30210.26,2025-12-26 17:00:00
ACCT01139,2025-12-26,13093.07,2025-12-26 07:00:00
ACCT01140,2025-12-26,67468.95,2025-12-26 02:00:00
ACCT01141,2025-12-26,58242.22,2025-12-26 23:00:00
ACCT01141,2025-12-26,57693.85,2025-12-26 21:00:00
ACCT01142,2025-12-26,110986.6,2025-12-26 09:00:00
ACCT01142,2025-12-26,116431.72,2025-12-26 13:00:00
ACCT01144,2025-12-26,52577.95,2025-12-26 03:00:00
ACCT01144,2025-12-26,52893.85,2025-12-26 16:00:00
ACCT01145,2025-12-26,13241.38,2025-12-26 03:00:00
ACCT01145,2025-12-26,12440.77,2025-12-26 15:00:00
ACCT01147,2025-12-26,22793.36,2025-12-26 18:00:00
ACCT01147,2025-12-26,22664.9,2025-12-26 06:00:00
ACCT01149,2025-12-26,48494.88,2025-12-26 20:00:00
ACCT01149,2025-12-26,49501.46,2025-12-26 16:00:00
ACCT01150,2025-12-26,81463.19,2025-12-26 12:00:00
ACCT01150,2025-12-26,83436.69,2025-12-26 06:00:00
ACCT01151,2025-12-26,54390.52,2025-12-26 23:00:00
ACCT01151,2025-12-26,54265.64,2025-12-26 10:00:00
ACCT01152,2025-12-26,70252.82,2025-12-26 23:00:00
ACCT01152,2025-12-26,69531.56,2025-12-26 06:00:00
ACCT01153,2025-12-26,14922.11,2025-12-26 08:00:00
ACCT01153,2025-12-26,15407.39,2025-12-26 17:00:00
ACCT01154,2025-12-26,24326.39,2025-12-26 00:00:00
ACCT01154,2025-12-26,24666.79,2025-12-26 00:00:00
ACCT01155,2025-12-26,42390.27,2025-12-26 14:00:00
ACCT01155,2025-12-26,42326.37,2025-12-26 02:00:00
ACCT01156,2025-12-26,64017.06,2025-12-26 20:00:00
ACCT01156,2025-12-26,62883.69,2025-12-26 01:00:00
ACCT01157,2025-12-26,78655.21,2025-12-26 15:00:00
ACCT01158,2025-12-26,50040.34,2025-12-26 19:00:00
ACCT01158,2025-12-26,48009.65,2025-12-26 08:00:00
ACCT01159,2025-12-26,72858.53,2025-12-26 14:00:00
ACCT01159,2025-12-26,71001.44,2025-12-26 06:00:00
ACCT01160,2025-12-26,45248.25,2025-12-26 01:00:00
ACCT01160,2025-12-26,44871.58,2025-12-26 17:00:00
ACCT01161,2025-12-26,33196.27,2025-12-26 23:00:00
ACCT01161,2025-12-26,32346.54,2025-12-26 03:00:00
ACCT01162,2025-12-26,46076.0,2025-12-26 16:00:00
ACCT01163,2025-12-26,19711.88,2025-12-26 22:00:00
ACCT01164,2025-12-26,18077.87,2025-12-26 09:00:00
ACCT01164,2025-12-26,18333.8,2025-12-26 14:00:00
ACCT01165,2025-12-26,68001.29,2025-12-26 14:00:00
ACCT01165,2025-12-26,70077.09,2025-12-26 23:00:00
ACCT01166,2025-12-26,32994.61,2025-12-26 04:00:00
ACCT01166,2025-12-26,33229.01,2025-12-26 07:00:00
ACCT01167,2025-12-26,28592.5,2025-12-26 20:00:00
ACCT01168,2025-12-26,46636.11,2025-12-26 16:00:00
ACCT01169,2025-12-26,33242.25,2025-12-26 15:00:00
ACCT01170,2025-12-26,43446.94,2025-12-26 03:00:00
ACCT01170,2025-12-26,43326.97,2025-12-26 10:00:00
ACCT01171,2025-12-26,41626.4,2025-12-26 20:00:00
ACCT01171,2025-12-26,40716.7,2025-12-26 21:00:00
ACCT01172,2025-12-26,41334.37,2025-12-26 20:00:00
ACCT01172,2025-12-26,42023.37,2025-12-26 23:00:00
ACCT01173,2025-12-26,32602.73,2025-12-26 23:00:00
ACCT01173,2025-12-26,31205.33,2025-12-26 14:00:00
ACCT01174,2025-12-26,49798.56,2025-12-26 20:00:00
ACCT01175,2025-12-26,31274.62,2025-12-26 06:00:00
ACCT01175,2025-12-26,30487.29,2025-12-26 00:00:00
ACCT01176,2025-12-26,62338.78,2025-12-26 03:00:00
ACCT01177,2025-12-26,47117.08,2025-12-26 15:00:00
ACCT01177,2025-12-26,47380.84,2025-12-26 11:00:00
ACCT01178,2025-12-26,9917.29,2025-12-26 05:00:00
ACCT01179,2025-12-26,48111.04,2025-12-26 22:00:00
ACCT01179,2025-12-26,47121.31,2025-12-26 01:00:00
ACCT01180,2025-12-26,44352.39,2025-12-26 20:00:00
ACCT01180,2025-12-26,46321.73,2025-12-26 05:00:00
ACCT01181,2025-12-26,22613.94,2025-12-26 03:00:00
ACCT01181,2025-12-26,21992.43,2025-12-26 09:00:00
ACCT01182,2025-12-26,58546.85,2025-12-26 04:00:00
ACCT01182,2025-12-26,60864.18,2025-12-26 12:00:00
ACCT01183,2025-12-26,60035.68,2025-12-26 23:00:00
ACCT01183,2025-12-26,57046.7,2025-12-26 14:00:00
ACCT01184,2025-12-26,69210.89,2025-12-26 23:00:00
ACCT01184,2025-12-26,69101.52,2025-12-26 04:00:00
ACCT01186,2025-12-26,13152.03,2025-12-26 01:00:00
ACCT01187,2025-12-26,6658.41,2025-12-26 13:00:00
ACCT01187,2025-12-26,6779.59,2025-12-26 18:00:00
ACCT01188,2025-12-26,29250.61,2025-12-26 05:00:00
ACCT01188,2025-12-26,30061.98,2025-12-26 05:00:00
