account_id,customer_id,branch_id,product_id,open_date,status
ACCT00961,CUST00890,B018,P03,2023-08-09,ACTIVE
ACCT00962,CUST01811,B009,P01,2025-03-10,ACTIVE
ACCT00963,CUST01607,B016,P03,2024-12-09,ACTIVE
ACCT00964,CUST00143,B007,P01,2024-11-18,ACTIVE
ACCT00965,CUST01800,B012,P04,2021-12-10,ACTIVE
ACCT00966,CUST01373,B001,P05,2023-12-03,ACTIVE
ACCT00967,CUST01593,B018,P06,2025-06-02,ACTIVE
ACCT00968,CUST01312,B017,P01,2023-12-14,ACTIVE
ACCT00969,CUST00742,B016,P03,2024-04-19,ACTIVE
ACCT00970,CUST01624,B004,P01,2025-06-15,ACTIVE
ACCT00971,CUST01694,B012,P05,2022-06-17,ACTIVE
ACCT00972,CUST00363,B009,P05,2022-12-01,ACTIVE
ACCT00973,CUST01466,B011,P01,2024-03-27,ACTIVE
ACCT00974,CUST00379,B018,P04,2022-08-24,ACTIVE
ACCT00975,CUST01705,B016,P04,2025-08-01,ACTIVE
ACCT00976,CUST00664,B007,P02,2025-08-22,ACTIVE
ACCT00977,CUST00232,B008,P05,2021-12-17,ACTIVE
ACCT00978,CUST00811,B020,P05,2022-02-03,ACTIVE
ACCT00979,CUST01652,B014,P03,2022-07-24,ACTIVE
ACCT00980,CUST01392,B014,P01,2022-03-07,ACTIVE
ACCT00981,CUST00074,B010,P02,2023-08-27,ACTIVE
ACCT00982,CUST00297,B018,P02,2024-05-15,ACTIVE
ACCT00983,CUST00699,B006,P04,2022-08-20,ACTIVE
ACCT00984,CUST00549,B015,P01,2023-02-21,CLOSED
ACCT00985,CUST00719,B018,P05,2024-02-15,ACTIVE
ACCT00986,CUST01699,B017,P02,2025-09-28,ACTIVE
ACCT00987,CUST00050,B008,P04,2024-03-19,ACTIVE
ACCT00988,CUST01769,B003,P06,2023-08-13,CLOSED
ACCT00989,CUST00268,B018,P06,2024-07-21,ACTIVE
ACCT00990,CUST01985,B014,P05,2024-03-02,ACTIVE
ACCT00991,CUST00111,B018,P06,2022-10-02,ACTIVE
ACCT00992,CUST01353,B014,P03,2025-03-30,ACTIVE
ACCT00993,CUST01405,B018,P01,2024-12-17,ACTIVE
ACCT00994,CUST00030,B017,P03,2023-04-29,ACTIVE
ACCT00995,CUST00729,B005,P05,2023-12-18,ACTIVE
ACCT00996,CUST01704,B015,P03,2022-03-09,ACTIVE
ACCT00997,CUST00954,B006,P06,2023-03-17,ACTIVE
ACCT00998,CUST00961,B015,P06,2023-12-11,ACTIVE
ACCT00999,CUST01252,B012,P04,2022-05-21,ACTIVE
ACCT01000,CUST00245,B020,P06,2024-12-30,ACTIVE
ACCT01001,CUST01634,B015,P01,2022-05-02,ACTIVE
ACCT01002,CUST01506,B019,P01,2021-12-22,ACTIVE
ACCT01003,CUST01609,B004,P05,2023-01-02,ACTIVE
ACCT01004,CUST00982,B006,P05,2025-04-16,ACTIVE
ACCT01005,CUST01027,B017,P06,2022-02-04,ACTIVE
ACCT01006,CUST00868,B020,P01,2021-12-24,ACTIVE
ACCT01007,CUST01329,B017,P01,2023-10-08,CLOSED
ACCT01008,CUST00904,B014,P04,2022-05-17,ACTIVE
ACCT01009,CUST01291,B002,P02,2025-09-12,ACTIVE
ACCT01010,CUST01535,B007,P03,2024-08-30,ACTIVE
ACCT01011,CUST01587,B009,P02,2025-08-20,ACTIVE
ACCT01012,CUST01040,B013,P06,2023-09-28,ACTIVE
ACCT01013,CUST01579,B011,P05,2022-03-29,ACTIVE
ACCT01014,CUST00443,B010,P06,2024-07-04,ACTIVE
ACCT01015,CUST00859,B015,P04,2023-09-17,ACTIVE
ACCT01016,CUST00575,B017,P04,2022-05-07,ACTIVE
ACCT01017,CUST00373,B005,P02,2022-03-02,ACTIVE
ACCT01018,CUST00998,B010,P03,2022-07-22,ACTIVE
ACCT01019,CUST00341,B008,P02,2022-08-26,ACTIVE
ACCT01020,CUST00725,B011,P06,2022-07-29,ACTIVE
ACCT01021,CUST00333,B017,P05,2022-07-30,ACTIVE
ACCT01022,CUST00116,B004,P05,2025-01-10,ACTIVE
ACCT01023,CUST00188,B006,P02,2024-04-16,ACTIVE
ACCT01024,CUST01190,B011,P02,2022-10-24,ACTIVE
ACCT01025,CUST00345,B002,P03,2024-09-02,ACTIVE
ACCT01026,CUST00246,B007,P01,2021-12-11,ACTIVE
ACCT01027,CUST01660,B014,P03,2021-12-05,ACTIVE
ACCT01028,CUST01356,B002,P04,2025-09-25,ACTIVE
ACCT01029,CUST01822,B007,P06,2021-12-21,CLOSED
ACCT01030,CUST00958,B008,P01,2023-12-08,ACTIVE
ACCT01031,CUST01823,B010,P04,2024-03-17,ACTIVE
ACCT01032,CUST00227,B007,P05,2023-02-17,ACTIVE
ACCT01033,CUST01932,B005,P05,2025-07-02,ACTIVE
ACCT01034,CUST00191,B003,P02,2025-06-25,ACTIVE
ACCT01035,CUST01937,B005,P04,2022-10-05,ACTIVE
ACCT01036,CUST01319,B002,P01,2023-07-20,ACTIVE
ACCT01037,CUST01657,B019,P01,2022-07-16,ACTIVE
ACCT01038,CUST00296,B010,P06,2024-06-24,CLOSED
ACCT01039,CUST01401,B007,P04,2025-04-30,ACTIVE
ACCT01040,CUST00706,B009,P02,2024-10-28,ACTIVE
ACCT01041,CUST01037,B011,P01,2022-03-27,ACTIVE
ACCT01042,CUST00797,B012,P01,2023-01-21,ACTIVE
ACCT01043,CUST00058,B014,P01,2022-06-04,ACTIVE
ACCT01044,CUST00670,B008,P03,2024-05-05,ACTIVE
ACCT01045,CUST00759,B006,P04,2024-05-29,CLOSED
ACCT01046,CUST00674,B007,P01,2023-11-16,ACTIVE
ACCT01047,CUST00647,B012,P02,2025-05-03,ACTIVE
ACCT01048,CUST00815,B018,P05,2023-04-15,ACTIVE
ACCT01049,CUST00902,B015,P06,2023-03-30,ACTIVE
ACCT01050,CUST01432,B002,P01,2025-05-28,ACTIVE
ACCT01051,CUST01298,B008,P04,2023-12-28,ACTIVE
ACCT01052,CUST00056,B007,P06,2025-05-19,ACTIVE
ACCT01053,CUST01784,B013,P01,2023-04-08,ACTIVE
ACCT01054,CUST00718,B011,P05,2022-03-27,ACTIVE
ACCT01055,CUST00201,B007,P01,2021-12-12,ACTIVE
ACCT01056,CUST01977,B012,P01,2024-02-04,ACTIVE
ACCT01057,CUST01291,B002,P04,2025-03-17,ACTIVE
ACCT01058,CUST01952,B008,P04,2024-06-09,ACTIVE
ACCT01059,CUST00924,B005,P06,2022-04-01,ACTIVE
ACCT01060,CUST01730,B017,P04,2023-02-22,ACTIVE
ACCT01061,CUST01042,B011,P05,2022-04-10,ACTIVE
ACCT01062,CUST01572,B009,P06,2021-12-16,ACTIVE
ACCT01063,CUST00842,B016,P04,2022-11-05,ACTIVE
ACCT01064,CUST00574,B017,P02,2025-02-20,ACTIVE
ACCT01065,CUST01379,B010,P05,2025-05-14,ACTIVE
ACCT01066,CUST01850,B008,P02,2022-07-14,ACTIVE
ACCT01067,CUST01162,B002,P05,2024-04-23,ACTIVE
ACCT01068,CUST01302,B014,P04,2022-04-07,ACTIVE
ACCT01069,CUST01828,B006,P02,2024-12-22,ACTIVE
ACCT01070,CUST00905,B003,P01,2025-01-11,ACTIVE
ACCT01071,CUST00357,B014,P04,2022-11-14,CLOSED
ACCT01072,CUST01335,B009,P03,2024-01-01,ACTIVE
ACCT01073,CUST00833,B009,P05,2024-12-05,ACTIVE
ACCT01074,CUST01739,B006,P03,2022-05-13,ACTIVE
ACCT01075,CUST01388,B013,P03,2025-09-13,ACTIVE
ACCT01076,CUST01448,B011,P06,2021-12-10,ACTIVE
ACCT01077,CUST00809,B020,P02,2022-11-26,ACTIVE
ACCT01078,CUST01999,B005,P05,2025-06-10,ACTIVE
ACCT01079,CUST00582,B018,P02,2024-08-15,ACTIVE
ACCT01080,CUST01785,B008,P02,2025-05-12,ACTIVE
ACCT01081,CUST00799,B018,P06,2023-01-29,ACTIVE
ACCT01082,CUST01313,B001,P04,2022-05-20,ACTIVE
ACCT01083,CUST01146,B014,P05,2022-07-28,CLOSED
ACCT01084,CUST00356,B012,P05,2024-01-25,ACTIVE
ACCT01085,CUST00229,B018,P02,2025-02-27,ACTIVE
ACCT01086,CUST00354,B015,P01,2022-12-19,ACTIVE
ACCT01087,CUST00394,B014,P01,2022-03-01,ACTIVE
ACCT01088,CUST00511,B015,P02,2023-02-17,ACTIVE
ACCT01089,CUST00764,B009,P02,2023-01-19,ACTIVE
ACCT01090,CUST01267,B018,P03,2023-08-22,ACTIVE
ACCT01091,CUST00285,B011,P02,2025-09-16,ACTIVE
ACCT01092,CUST00132,B012,P01,2023-09-28,ACTIVE
ACCT01093,CUST00476,B018,P01,2024-12-12,ACTIVE
ACCT01094,CUST01983,B003,P02,2022-03-17,ACTIVE
ACCT01095,CUST00078,B017,P03,2025-07-02,CLOSED
ACCT01096,CUST00278,B002,P02,2024-08-20,ACTIVE
ACCT01097,CUST01606,B017,P02,2024-04-11,ACTIVE
ACCT01098,CUST00529,B007,P03,2022-08-21,ACTIVE
ACCT01099,CUST00534,B020,P02,2025-08-16,ACTIVE
ACCT01100,CUST01223,B020,P03,2025-03-06,ACTIVE
ACCT01101,CUST00700,B019,P06,2024-12-22,ACTIVE
ACCT01102,CUST00114,B010,P01,2023-11-06,ACTIVE
ACCT01103,CUST00558,B010,P03,2023-03-10,ACTIVE
ACCT01104,CUST00622,B007,P03,2022-01-15,ACTIVE
ACCT01105,CUST00635,B020,P05,2022-04-02,ACTIVE
ACCT01106,CUST01044,B019,P06,2025-05-19,ACTIVE
ACCT01107,CUST00818,B019,P02,2024-09-06,ACTIVE
ACCT01108,CUST01990,B005,P04,2023-08-25,ACTIVE
ACCT01109,CUST01137,B010,P04,2022-03-07,ACTIVE
ACCT01110,CUST00942,B001,P01,2022-04-17,ACTIVE
ACCT01111,CUST00655,B003,P05,2024-02-05,ACTIVE
ACCT01112,CUST01563,B018,P03,2024-05-11,ACTIVE
ACCT01113,CUST00821,B010,P03,2025-01-14,ACTIVE
ACCT01114,CUST00406,B018,P05,2023-01-02,ACTIVE
ACCT01115,CUST00446,B008,P01,2023-02-09,ACTIVE
ACCT01116,CUST01457,B004,P05,2025-05-20,ACTIVE
ACCT01117,CUST00473,B010,P04,2022-02-16,ACTIVE
ACCT01118,CUST01451,B001,P03,2022-12-13,ACTIVE
ACCT01119,CUST01812,B003,P02,2023-12-10,ACTIVE
ACCT01120,CUST01395,B007,P05,2023-01-14,ACTIVE
ACCT01121,CUST01177,B013,P04,2023-02-02,ACTIVE
ACCT01122,CUST01601,B006,P04,2022-03-03,ACTIVE
ACCT01123,CUST00933,B014,P05,2022-02-07,ACTIVE
ACCT01124,CUST00596,B012,P02,2024-08-10,ACTIVE
ACCT01125,CUST01730,B017,P02,2023-07-12,ACTIVE
ACCT01126,CUST00413,B001,P04,2023-08-19,ACTIVE
ACCT01127,CUST00408,B020,P03,2024-04-26,ACTIVE
ACCT01128,CUST01365,B006,P02,2025-04-10,ACTIVE
ACCT01129,CUST01510,B004,P05,2023-10-10,ACTIVE
ACCT01130,CUST00499,B011,P01,2023-02-20,ACTIVE
ACCT01131,CUST01436,B020,P03,2023-05-11,ACTIVE
ACCT01132,CUST01054,B008,P04,2023-06-15,ACTIVE
ACCT01133,CUST01934,B018,P04,2023-12-20,ACTIVE
ACCT01134,CUST01853,B012,P01,2024-09-27,ACTIVE
ACCT01135,CUST00367,B020,P03,2022-02-16,ACTIVE
ACCT01136,CUST01231,B002,P01,2024-02-04,ACTIVE
ACCT01137,CUST01633,B010,P05,2022-09-06,ACTIVE
ACCT01138,CUST01352,B008,P03,2024-06-20,ACTIVE
ACCT01139,CUST00134,B004,P01,2023-09-23,ACTIVE
ACCT01140,CUST01289,B014,P02,2023-11-16,ACTIVE
ACCT01141,CUST01792,B006,P03,2024-05-05,ACTIVE
ACCT01142,CUST01245,B002,P06,2024-03-16,ACTIVE
ACCT01143,CUST00101,B020,P05,2024-12-21,CLOSED
ACCT01144,CUST00773,B008,P06,2022-09-13,ACTIVE
ACCT01145,CUST01801,B018,P01,2024-01-25,ACTIVE
ACCT01146,CUST01595,B019,P03,2023-06-25,CLOSED
ACCT01147,CUST00765,B015,P05,2022-01-26,ACTIVE
ACCT01148,CUST01176,B013,P06,2022-11-15,CLOSED
ACCT01149,CUST00231,B014,P02,2023-07-08,ACTIVE
ACCT01150,CUST01965,B003,P06,2024-07-27,ACTIVE
ACCT01151,CUST00818,B019,P05,2022-06-15,ACTIVE
ACCT01152,CUST00530,B007,P04,2023-02-28,ACTIVE
ACCT01153,CUST01757,B009,P01,2023-12-28,ACTIVE
ACCT01154,CUST00701,B017,P04,2023-05-28,ACTIVE
ACCT01155,CUST00957,B001,P04,2022-08-13,ACTIVE
ACCT01156,CUST01241,B018,P02,2022-07-05,ACTIVE
ACCT01157,CUST00365,B010,P03,2025-09-10,ACTIVE
ACCT01158,CUST00303,B020,P06,2023-10-04,ACTIVE
ACCT01159,CUST01219,B013,P04,2023-05-12,ACTIVE
ACCT01160,CUST01990,B005,P04,2022-09-24,ACTIVE
ACCT01161,CUST01403,B012,P05,2025-08-13,ACTIVE
ACCT01162,CUST01692,B003,P01,2024-12-19,ACTIVE
ACCT01163,CUST01256,B003,P03,2022-07-24,ACTIVE
ACCT01164,CUST01164,B013,P05,2022-05-04,ACTIVE
ACCT01165,CUST00448,B009,P04,2023-08-11,ACTIVE
ACCT01166,CUST00242,B011,P04,2025-05-22,ACTIVE
ACCT01167,CUST01589,B003,P02,2023-01-31,ACTIVE
ACCT01168,CUST01414,B006,P05,2023-03-20,ACTIVE
ACCT01169,CUST00407,B008,P03,2025-03-23,ACTIVE
ACCT01170,CUST00509,B011,P06,2022-08-24,ACTIVE
ACCT01171,CUST01626,B014,P06,2022-05-13,ACTIVE
ACCT01172,CUST00953,B004,P02,2024-08-18,ACTIVE
ACCT01173,CUST01723,B002,P04,2024-02-26,ACTIVE
ACCT01174,CUST01581,B008,P03,2022-01-18,ACTIVE
ACCT01175,CUST00060,B011,P04,2025-06-04,ACTIVE
ACCT01176,CUST01413,B015,P01,2024-10-13,ACTIVE
ACCT01177,CUST00799,B018,P04,2023-07-22,ACTIVE
ACCT01178,CUST01071,B012,P01,2025-01-08,ACTIVE
ACCT01179,CUST00599,B018,P04,2025-05-12,ACTIVE
ACCT01180,CUST01132,B007,P02,2025-01-06,ACTIVE
ACCT01181,CUST01220,B005,P03,2023-04-28,ACTIVE
ACCT01182,CUST01217,B006,P06,2023-01-31,ACTIVE
ACCT01183,CUST01598,B012,P05,2024-01-03,ACTIVE
ACCT01184,CUST01157,B004,P05,2021-11-27,ACTIVE
ACCT01185,CUST00737,B002,P02,2025-09-14,CLOSED
ACCT01186,CUST00747,B002,P04,2025-05-21,ACTIVE
ACCT01187,CUST00214,B012,P05,2024-05-12,ACTIVE
ACCT01188,CUST00789,B010,P05,2022-12-29,ACTIVE
ACCT01189,CUST00963,B016,P05,2025-07-11,ACTIVE
ACCT01190,CUST01176,B013,P03,2022-02-14,ACTIVE
ACCT01191,CUST00340,B008,P04,2023-10-20,ACTIVE
ACCT01192,CUST00472,B007,P06,2024-01-29,ACTIVE
ACCT01193,CUST01204,B016,P02,2023-06-02,ACTIVE
ACCT01194,CUST01960,B001,P05,2023-04-29,ACTIVE
ACCT01195,CUST01276,B006,P06,2024-09-19,ACTIVE
ACCT01196,CUST00606,B009,P01,2023-07-17,ACTIVE
ACCT01197,CUST00392,B013,P01,2024-05-27,ACTIVE
ACCT01198,CUST01056,B016,P02,2024-03-18,ACTIVE
ACCT01199,CUST00716,B017,P05,2024-02-10,ACTIVE
ACCT01200,CUST01239,B003,P01,2024-07-12,ACTIVE
ACCT01201,CUST01854,B009,P04,2022-08-24,ACTIVE
ACCT01202,CUST01844,B020,P03,2025-04-26,ACTIVE
ACCT01203,CUST01561,B005,P05,2023-12-02,ACTIVE
ACCT01204,CUST01684,B002,P02,2024-04-30,ACTIVE
ACCT01205,CUST01845,B003,P01,2023-02-26,ACTIVE
ACCT01206,CUST00472,B007,P06,2021-12-16,ACTIVE
ACCT01207,CUST00267,B006,P04,2023-10-27,ACTIVE
ACCT01208,CUST00153,B008,P02,2023-07-10,ACTIVE
ACCT01209,CUST00770,B013,P03,2025-02-07,ACTIVE
ACCT01210,CUST01182,B010,P02,2023-11-30,ACTIVE
ACCT01211,CUST01532,B001,P04,2023-01-11,ACTIVE
ACCT01212,CUST00563,B004,P01,2022-09-02,ACTIVE
ACCT01213,CUST01790,B018,P06,2023-04-17,ACTIVE
ACCT01214,CUST00801,B013,P03,2024-11-03,ACTIVE
ACCT01215,CUST01402,B009,P01,2022-05-05,ACTIVE
ACCT01216,CUST00889,B002,P03,2025-01-18,ACTIVE
ACCT01217,CUST00422,B014,P04,2024-10-20,ACTIVE
ACCT01218,CUST01414,B006,P01,2021-12-12,ACTIVE
ACCT01219,CUST00093,B012,P04,2023-09-27,ACTIVE
ACCT01220,CUST01694,B012,P06,2025-07-21,ACTIVE
ACCT01221,CUST00187,B013,P05,2024-07-14,ACTIVE
ACCT01222,CUST01507,B007,P01,2022-03-09,ACTIVE
ACCT01223,CUST00509,B011,P06,2022-01-12,ACTIVE
ACCT01224,CUST01551,B019,P01,2023-07-23,ACTIVE
ACCT01225,CUST00906,B008,P04,2025-06-14,ACTIVE
ACCT01226,CUST00271,B002,P01,2023-08-19,ACTIVE
ACCT01227,CUST01195,B006,P02,2023-08-24,ACTIVE
ACCT01228,CUST01960,B001,P02,2025-03-26,ACTIVE
ACCT01229,CUST01964,B015,P01,2025-08-31,ACTIVE
ACCT01230,CUST00984,B009,P02,2021-12-07,ACTIVE
ACCT01231,CUST00108,B018,P02,2025-03-16,ACTIVE
ACCT01232,CUST00420,B010,P06,2024-10-21,ACTIVE
ACCT01233,CUST01681,B006,P01,2023-06-01,ACTIVE
ACCT01234,CUST00711,B007,P03,2023-12-09,ACTIVE
ACCT01235,CUST01851,B015,P02,2022-03-30,ACTIVE
ACCT01236,CUST00837,B020,P05,2023-07-13,ACTIVE
ACCT01237,CUST01050,B006,P01,2024-06-11,ACTIVE
ACCT01238,CUST00888,B019,P03,2023-12-07,ACTIVE
ACCT01239,CUST01084,B012,P04,2022-01-29,ACTIVE
ACCT01240,CUST01489,B018,P04,2024-07-21,ACTIVE
ACCT01241,CUST00120,B011,P01,2022-01-21,ACTIVE
ACCT01242,CUST00172,B008,P06,2022-04-01,ACTIVE
ACCT01243,CUST01458,B001,P01,2024-07-09,ACTIVE
ACCT01244,CUST00692,B012,P05,2022-12-11,CLOSED
ACCT01245,CUST00206,B006,P01,2022-09-27,ACTIVE
ACCT01246,CUST00652,B019,P05,2024-10-13,ACTIVE
ACCT01247,CUST01477,B009,P01,2022-05-20,ACTIVE
ACCT01248,CUST01144,B005,P06,2023-07-27,ACTIVE
ACCT01249,CUST01959,B016,P06,2024-12-31,ACTIVE
ACCT01250,CUST00992,B006,P06,2021-11-21,ACTIVE
ACCT01251,CUST00886,B019,P06,2023-01-16,ACTIVE
ACCT01252,CUST01784,B013,P01,2022-05-02,ACTIVE
ACCT01253,CUST00912,B009,P04,2023-08-08,ACTIVE
ACCT01254,CUST00572,B006,P06,2024-06-10,ACTIVE
ACCT01255,CUST01047,B006,P06,2025-09-02,ACTIVE
ACCT01256,CUST00331,B017,P05,2025-01-18,ACTIVE
ACCT01257,CUST00226,B011,P06,2023-05-06,ACTIVE
ACCT01258,CUST00176,B007,P05,2025-04-20,ACTIVE
ACCT01259,CUST00038,B003,P03,2022-12-13,ACTIVE
ACCT01260,CUST01529,B002,P02,2023-08-22,ACTIVE
ACCT01261,CUST00885,B014,P01,2024-05-30,ACTIVE
ACCT01262,CUST01945,B012,P05,2023-04-05,ACTIVE
ACCT01263,CUST00419,B020,P03,2024-12-29,ACTIVE
ACCT01264,CUST01711,B013,P06,2025-07-10,ACTIVE
ACCT01265,CUST01877,B016,P04,2022-02-10,ACTIVE
ACCT01266,CUST01004,B014,P01,2024-06-17,ACTIVE
ACCT01267,CUST00003,B007,P03,2023-10-29,ACTIVE
ACCT01268,CUST00199,B008,P05,2025-06-11,ACTIVE
ACCT01269,CUST00369,B010,P06,2024-05-09,ACTIVE
ACCT01270,CUST00793,B003,P06,2024-07-01,ACTIVE
ACCT01271,CUST01390,B020,P04,2022-10-28,ACTIVE
ACCT01272,CUST00898,B002,P04,2022-03-20,ACTIVE
ACCT01273,CUST00635,B020,P04,2025-05-09,CLOSED
ACCT01274,CUST00153,B008,P01,2022-03-10,CLOSED
ACCT01275,CUST00571,B008,P02,2025-01-15,ACTIVE
ACCT01276,CUST01534,B016,P05,2022-09-01,ACTIVE
ACCT01277,CUST01180,B015,P02,2024-06-03,ACTIVE
ACCT01278,CUST01764,B016,P04,2023-02-16,ACTIVE
ACCT01279,CUST01692,B003,P06,2024-08-21,ACTIVE
ACCT01280,CUST00615,B003,P02,2022-05-08,ACTIVE
ACCT01281,CUST00657,B020,P03,2022-07-07,ACTIVE
ACCT01282,CUST00775,B014,P06,2024-08-13,ACTIVE
ACCT01283,CUST01036,B012,P04,2025-04-19,CLOSED
ACCT01284,CUST00896,B011,P03,2023-07-07,ACTIVE
ACCT01285,CUST00589,B016,P04,2023-04-10,ACTIVE
ACCT01286,CUST01348,B010,P05,2023-04-26,ACTIVE
ACCT01287,CUST01981,B009,P04,2025-08-20,ACTIVE
ACCT01288,CUST01068,B005,P04,2025-04-12,ACTIVE
ACCT01289,CUST01315,B006,P03,2022-05-30,ACTIVE
ACCT01290,CUST00390,B016,P05,2024-10-05,ACTIVE
ACCT01291,CUST00050,B008,P04,2024-01-12,ACTIVE
ACCT01292,CUST00491,B017,P04,2022-08-05,ACTIVE
ACCT01293,CUST00146,B010,P01,2023-11-17,ACTIVE
ACCT01294,CUST00115,B012,P04,2024-08-25,ACTIVE
ACCT01295,CUST00505,B010,P02,2025-09-21,ACTIVE
ACCT01296,CUST01145,B003,P05,2023-08-25,ACTIVE
ACCT01297,CUST00338,B013,P04,2023-07-14,CLOSED
ACCT01298,CUST00174,B005,P03,2023-08-05,ACTIVE
ACCT01299,CUST00809,B020,P06,2022-06-13,ACTIVE
ACCT01300,CUST00803,B010,P01,2025-01-18,ACTIVE
ACCT01301,CUST01870,B020,P05,2024-11-01,ACTIVE
ACCT01302,CUST00302,B007,P04,2024-04-25,ACTIVE
ACCT01303,CUST01825,B011,P06,2023-10-17,ACTIVE
ACCT01304,CUST01392,B014,P04,2022-03-09,ACTIVE
ACCT01305,CUST00667,B012,P06,2025-06-03,ACTIVE
ACCT01306,CUST00844,B011,P04,2024-05-12,ACTIVE
ACCT01307,CUST01714,B007,P01,2023-09-20,ACTIVE
ACCT01308,CUST00179,B007,P06,2025-08-03,ACTIVE
ACCT01309,CUST00170,B008,P06,2024-12-01,ACTIVE
ACCT01310,CUST01106,B005,P04,2021-12-05,ACTIVE
ACCT01311,CUST00259,B003,P02,2022-05-15,ACTIVE
ACCT01312,CUST01504,B009,P06,2024-11-03,ACTIVE
ACCT01313,CUST01137,B010,P01,2022-02-18,ACTIVE
ACCT01314,CUST01147,B008,P04,2023-07-08,ACTIVE
ACCT01315,CUST00082,B019,P01,2022-11-03,ACTIVE
ACCT01316,CUST01972,B015,P04,2024-10-25,ACTIVE
ACCT01317,CUST01747,B005,P03,2024-01-20,ACTIVE
ACCT01318,CUST00889,B002,P05,2022-01-20,ACTIVE
ACCT01319,CUST00342,B014,P05,2024-01-08,ACTIVE
ACCT01320,CUST00730,B010,P06,2025-03-31,ACTIVE
ACCT01321,CUST01577,B015,P05,2023-10-25,ACTIVE
ACCT01322,CUST01850,B008,P03,2024-07-27,ACTIVE
ACCT01323,CUST00578,B001,P04,2024-01-08,ACTIVE
ACCT01324,CUST01362,B019,P02,2022-12-27,ACTIVE
ACCT01325,CUST00097,B010,P01,2023-05-28,ACTIVE
ACCT01326,CUST00910,B004,P06,2024-02-17,ACTIVE
ACCT01327,CUST00535,B005,P02,2024-10-03,ACTIVE
ACCT01328,CUST00840,B010,P06,2024-12-28,ACTIVE
ACCT01329,CUST00056,B007,P02,2022-12-05,CLOSED
ACCT01330,CUST00220,B020,P04,2022-07-26,ACTIVE
ACCT01331,CUST01728,B002,P02,2024-08-14,ACTIVE
ACCT01332,CUST01621,B007,P02,2024-09-02,ACTIVE
ACCT01333,CUST00992,B006,P04,2023-04-11,ACTIVE
ACCT01334,CUST00289,B006,P05,2025-02-18,ACTIVE
ACCT01335,CUST00968,B016,P02,2025-04-19,ACTIVE
ACCT01336,CUST01884,B020,P04,2025-01-17,ACTIVE
ACCT01337,CUST01417,B004,P03,2025-07-31,ACTIVE
ACCT01338,CUST00594,B013,P04,2023-01-10,ACTIVE
ACCT01339,CUST00599,B018,P01,2025-09-10,ACTIVE
ACCT01340,CUST00234,B003,P01,2022-01-06,ACTIVE
ACCT01341,CUST01138,B017,P01,2025-03-15,ACTIVE
ACCT01342,CUST01575,B004,P01,2023-08-22,ACTIVE
ACCT01343,CUST01933,B016,P03,2023-01-08,ACTIVE
ACCT01344,CUST00544,B006,P03,2022-05-11,ACTIVE
ACCT01345,CUST01077,B007,P03,2021-12-03,ACTIVE
ACCT01346,CUST00782,B005,P03,2024-05-27,CLOSED
ACCT01347,CUST00508,B002,P06,2023-07-06,ACTIVE
ACCT01348,CUST00308,B006,P01,2023-10-01,ACTIVE
ACCT01349,CUST00422,B014,P01,2025-09-23,ACTIVE
ACCT01350,CUST00986,B020,P06,2023-06-30,ACTIVE
ACCT01351,CUST00815,B018,P02,2025-08-08,ACTIVE
ACCT01352,CUST01703,B008,P05,2024-03-06,CLOSED
ACCT01353,CUST00966,B011,P02,2023-09-06,ACTIVE
ACCT01354,CUST01446,B015,P06,2022-01-19,ACTIVE
ACCT01355,CUST00683,B004,P05,2023-06-06,ACTIVE
ACCT01356,CUST01941,B009,P01,2022-03-03,CLOSED
ACCT01357,CUST01930,B003,P03,2025-08-26,ACTIVE
ACCT01358,CUST01625,B016,P01,2023-12-03,ACTIVE
ACCT01359,CUST00730,B010,P02,2022-05-06,ACTIVE
ACCT01360,CUST01750,B018,P06,2022-04-24,ACTIVE
ACCT01361,CUST01743,B019,P03,2023-05-07,ACTIVE
ACCT01362,CUST00389,B002,P04,2022-01-20,ACTIVE
ACCT01363,CUST01141,B008,P01,2023-08-03,ACTIVE
ACCT01364,CUST01158,B010,P02,2024-12-10,ACTIVE
ACCT01365,CUST01033,B014,P05,2022-12-01,ACTIVE
ACCT01366,CUST01335,B009,P04,2025-04-04,ACTIVE
ACCT01367,CUST00666,B012,P06,2022-09-02,CLOSED
ACCT01368,CUST00397,B007,P04,2024-10-20,ACTIVE
ACCT01369,CUST01306,B013,P01,2023-01-16,ACTIVE
ACCT01370,CUST00505,B010,P02,2024-05-19,ACTIVE
ACCT01371,CUST00136,B001,P06,2025-03-30,ACTIVE
ACCT01372,CUST01732,B017,P06,2025-08-01,ACTIVE
ACCT01373,CUST00557,B005,P03,2023-08-06,ACTIVE
ACCT01374,CUST01852,B001,P02,2024-04-20,ACTIVE
ACCT01375,CUST00422,B014,P06,2025-01-20,ACTIVE
ACCT01376,CUST00234,B003,P05,2022-03-12,ACTIVE
ACCT01377,CUST00130,B009,P01,2023-11-18,ACTIVE
ACCT01378,CUST01472,B017,P05,2022-05-18,ACTIVE
ACCT01379,CUST00747,B002,P03,2023-08-19,ACTIVE
ACCT01380,CUST00538,B008,P06,2023-08-10,ACTIVE
ACCT01381,CUST01991,B005,P05,2023-04-19,ACTIVE
ACCT01382,CUST01215,B006,P02,2024-04-17,ACTIVE
ACCT01383,CUST00519,B004,P01,2025-02-13,ACTIVE
ACCT01384,CUST00136,B001,P06,2022-06-05,ACTIVE
